Team Name,Team ID,Team Name Link,League Code,League,Region
Beitar Jerusalem,5218,beitar-jerusalem,isr.1,Israeli Premier League,Europe
Bnei Sakhnin,8329,bnei-sakhnin,isr.1,Israeli Premier League,Europe
Hapoel Be'er,13083,hapoel-beer,isr.1,Israeli Premier League,Europe
Hapoel Hadera,19255,hapoel-hadera,isr.1,Israeli Premier League,Europe
Hapoel Haifa,9577,hapoel-haifa,isr.1,Israeli Premier League,Europe
Hapoel Jerusalem,20970,hapoel-jerusalem,isr.1,Israeli Premier League,Europe
Hapoel Petah Tikva,21941,hapoel-petah-tikva,isr.1,Israeli Premier League,Europe
Hapoel Tel Aviv,1037,hapoel-tel-aviv,isr.1,Israeli Premier League,Europe
Maccabi Haifa,611,maccabi-haifa,isr.1,Israeli Premier League,Europe
Maccabi Netanya,5945,maccabi-netanya,isr.1,Israeli Premier League,Europe
Maccabi Petah-Tikva,2983,maccabi-petah-tikva,isr.1,Israeli Premier League,Europe
Maccabi Raina,21517,maccabi-raina,isr.1,Israeli Premier League,Europe
Maccabi Tel-Aviv,524,maccabi-tel-aviv,isr.1,Israeli Premier League,Europe
Moadon Sport Ashdod,5269,moadon-sport-ashdod,isr.1,Israeli Premier League,Europe
AC Milan,103,ac-milan,ita.1,Italian Serie A,Europe
AS Roma,104,as-roma,ita.1,Italian Serie A,Europe
Atalanta,105,atalanta,ita.1,Italian Serie A,Europe
Bologna,107,bologna,ita.1,Italian Serie A,Europe
Cagliari,2925,cagliari,ita.1,Italian Serie A,Europe
Empoli,2574,empoli,ita.1,Italian Serie A,Europe
Fiorentina,109,fiorentina,ita.1,Italian Serie A,Europe
Frosinone,4057,frosinone,ita.1,Italian Serie A,Europe
Genoa,3263,genoa,ita.1,Italian Serie A,Europe
Hellas Verona,119,hellas-verona,ita.1,Italian Serie A,Europe
Internazionale,110,internazionale,ita.1,Italian Serie A,Europe
Juventus,111,juventus,ita.1,Italian Serie A,Europe
Lazio,112,lazio,ita.1,Italian Serie A,Europe
Lecce,113,lecce,ita.1,Italian Serie A,Europe
Monza,4007,monza,ita.1,Italian Serie A,Europe
Napoli,114,napoli,ita.1,Italian Serie A,Europe
Salernitana,3240,salernitana,ita.1,Italian Serie A,Europe
Sassuolo,3997,sassuolo,ita.1,Italian Serie A,Europe
Torino,239,torino,ita.1,Italian Serie A,Europe
Udinese,118,udinese,ita.1,Italian Serie A,Europe
Ascoli,3346,ascoli,ita.2,Italian Serie B,Europe
Bari,106,bari,ita.2,Italian Serie B,Europe
Brescia,108,brescia,ita.2,Italian Serie B,Europe
Catanzaro,3257,catanzaro,ita.2,Italian Serie B,Europe
Cittadella,3943,cittadella,ita.2,Italian Serie B,Europe
Como,2572,como,ita.2,Italian Serie B,Europe
Cosenza,8683,cosenza,ita.2,Italian Serie B,Europe
Cremonese,4050,cremonese,ita.2,Italian Serie B,Europe
FeralpiSalo,11140,feralpisalo,ita.2,Italian Serie B,Europe
Lecco,6009,lecco,ita.2,Italian Serie B,Europe
Modena,2573,modena,ita.2,Italian Serie B,Europe
Palermo,2923,palermo,ita.2,Italian Serie B,Europe
Parma,115,parma,ita.2,Italian Serie B,Europe
Pisa,3956,pisa,ita.2,Italian Serie B,Europe
Reggiana,3942,reggiana,ita.2,Italian Serie B,Europe
Sampdoria,2734,sampdoria,ita.2,Italian Serie B,Europe
Spezia,4056,spezia,ita.2,Italian Serie B,Europe
Suditrol,11139,suditrol,ita.2,Italian Serie B,Europe
Ternana,3175,ternana,ita.2,Italian Serie B,Europe
Venezia,17530,venezia,ita.2,Italian Serie B,Europe
AC Milan,103,ac-milan,ita.coppa_italia,Coppa Italia,Europe
AS Roma,104,as-roma,ita.coppa_italia,Coppa Italia,Europe
Ascoli,3346,ascoli,ita.coppa_italia,Coppa Italia,Europe
Atalanta,105,atalanta,ita.coppa_italia,Coppa Italia,Europe
Bari,106,bari,ita.coppa_italia,Coppa Italia,Europe
Bologna,107,bologna,ita.coppa_italia,Coppa Italia,Europe
Cagliari,2925,cagliari,ita.coppa_italia,Coppa Italia,Europe
Catanzaro,3257,catanzaro,ita.coppa_italia,Coppa Italia,Europe
Cesena,3337,cesena,ita.coppa_italia,Coppa Italia,Europe
Cittadella,3943,cittadella,ita.coppa_italia,Coppa Italia,Europe
Como,2572,como,ita.coppa_italia,Coppa Italia,Europe
Cosenza,8683,cosenza,ita.coppa_italia,Coppa Italia,Europe
Cremonese,4050,cremonese,ita.coppa_italia,Coppa Italia,Europe
Crotone,3173,crotone,ita.coppa_italia,Coppa Italia,Europe
Empoli,2574,empoli,ita.coppa_italia,Coppa Italia,Europe
FeralpiSalo,11140,feralpisalo,ita.coppa_italia,Coppa Italia,Europe
Fiorentina,109,fiorentina,ita.coppa_italia,Coppa Italia,Europe
Foggia,4054,foggia,ita.coppa_italia,Coppa Italia,Europe
Frosinone,4057,frosinone,ita.coppa_italia,Coppa Italia,Europe
Genoa,3263,genoa,ita.coppa_italia,Coppa Italia,Europe
Hellas Verona,119,hellas-verona,ita.coppa_italia,Coppa Italia,Europe
Internazionale,110,internazionale,ita.coppa_italia,Coppa Italia,Europe
Juventus,111,juventus,ita.coppa_italia,Coppa Italia,Europe
Lazio,112,lazio,ita.coppa_italia,Coppa Italia,Europe
Lecce,113,lecce,ita.coppa_italia,Coppa Italia,Europe
Modena,2573,modena,ita.coppa_italia,Coppa Italia,Europe
Monza,4007,monza,ita.coppa_italia,Coppa Italia,Europe
Napoli,114,napoli,ita.coppa_italia,Coppa Italia,Europe
Palermo,2923,palermo,ita.coppa_italia,Coppa Italia,Europe
Parma,115,parma,ita.coppa_italia,Coppa Italia,Europe
Pisa,3956,pisa,ita.coppa_italia,Coppa Italia,Europe
Reggiana,3942,reggiana,ita.coppa_italia,Coppa Italia,Europe
Salernitana,3240,salernitana,ita.coppa_italia,Coppa Italia,Europe
Sampdoria,2734,sampdoria,ita.coppa_italia,Coppa Italia,Europe
Sassuolo,3997,sassuolo,ita.coppa_italia,Coppa Italia,Europe
Spezia,4056,spezia,ita.coppa_italia,Coppa Italia,Europe
Suditrol,11139,suditrol,ita.coppa_italia,Coppa Italia,Europe
Ternana,3175,ternana,ita.coppa_italia,Coppa Italia,Europe
Torino,239,torino,ita.coppa_italia,Coppa Italia,Europe
US Pescara,3290,us-pescara,ita.coppa_italia,Coppa Italia,Europe
Udinese,118,udinese,ita.coppa_italia,Coppa Italia,Europe
Venezia,17530,venezia,ita.coppa_italia,Coppa Italia,Europe
Vicenza,120,vicenza,ita.coppa_italia,Coppa Italia,Europe
Virtus Entella,11137,virtus-entella,ita.coppa_italia,Coppa Italia,Europe
Albirex Niigata,7113,albirex-niigata,jpn.1,Japanese J.League,Asia
Avispa Fukuoka,7107,avispa-fukuoka,jpn.1,Japanese J.League,Asia
Cerezo Osaka,7109,cerezo-osaka,jpn.1,Japanese J.League,Asia
Consadole Sapporo,9249,consadole-sapporo,jpn.1,Japanese J.League,Asia
FC Tokyo,3384,fc-tokyo,jpn.1,Japanese J.League,Asia
Gamba Osaka,7102,gamba-osaka,jpn.1,Japanese J.League,Asia
Jubilo Iwata,7106,jubilo-iwata,jpn.1,Japanese J.League,Asia
Kashima Antlers,7115,kashima-antlers,jpn.1,Japanese J.League,Asia
Kashiwa Reysol,7476,kashiwa-reysol,jpn.1,Japanese J.League,Asia
Kawasaki Frontale,7112,kawasaki-frontale,jpn.1,Japanese J.League,Asia
Kyoto Sanga,21361,kyoto-sanga,jpn.1,Japanese J.League,Asia
Machida Zelvia,22167,machida-zelvia,jpn.1,Japanese J.League,Asia
Nagoya Grampus,7108,nagoya-grampus,jpn.1,Japanese J.League,Asia
Sagan Tosu,6911,sagan-tosu,jpn.1,Japanese J.League,Asia
Sanfrecce Hiroshima,7114,sanfrecce-hiroshima,jpn.1,Japanese J.League,Asia
Shonan Bellmare,6902,shonan-bellmare,jpn.1,Japanese J.League,Asia
Tokyo Verdy 1969,3393,tokyo-verdy-1969,jpn.1,Japanese J.League,Asia
Urawa Red Diamonds,3385,urawa-red-diamonds,jpn.1,Japanese J.League,Asia
Vissel Kobe,7477,vissel-kobe,jpn.1,Japanese J.League,Asia
Yokohama F. Marinos,7116,yokohama-f-marinos,jpn.1,Japanese J.League,Asia
AFC Leopards,18639,afc-leopards,ken.1,Kenyan Premier League,Africa
Bandari Mtwara,18641,bandari-mtwara,ken.1,Kenyan Premier League,Africa
Bidco United,20761,bidco-united,ken.1,Kenyan Premier League,Africa
Gor Mahia,8004,gor-mahia,ken.1,Kenyan Premier League,Africa
KCB,8305,kcb,ken.1,Kenyan Premier League,Africa
Kakamega Homeboys,18643,kakamega-homeboys,ken.1,Kenyan Premier League,Africa
Kariobangi Sharks,18644,kariobangi-sharks,ken.1,Kenyan Premier League,Africa
Muhoroni Youth,18642,muhoroni-youth,ken.1,Kenyan Premier League,Africa
Murang'a Seal FC,21972,muranga-seal-fc,ken.1,Kenyan Premier League,Africa
Nairobi City Stars,20762,nairobi-city-stars,ken.1,Kenyan Premier League,Africa
Nzoia United,18645,nzoia-united,ken.1,Kenyan Premier League,Africa
Police,21549,police,ken.1,Kenyan Premier League,Africa
Posta Rangers,18648,posta-rangers,ken.1,Kenyan Premier League,Africa
Shabana,21971,shabana,ken.1,Kenyan Premier League,Africa
Sofapaka,18646,sofapaka,ken.1,Kenyan Premier League,Africa
Talanta,21131,talanta,ken.1,Kenyan Premier League,Africa
Tusker,8534,tusker,ken.1,Kenyan Premier League,Africa
Ulinzi Stars,8045,ulinzi-stars,ken.1,Kenyan Premier League,Africa
Wazito,18972,wazito,ken.1,Kenyan Premier League,Africa
Abha,21833,abha,ksa.1,Saudi Pro League,Asia
Al Ahli,8346,al-ahli,ksa.1,Saudi Pro League,Asia
Al Ettifaq,8363,al-ettifaq,ksa.1,Saudi Pro League,Asia
Al Fateh,13033,al-fateh,ksa.1,Saudi Pro League,Asia
Al Fayha,21827,al-fayha,ksa.1,Saudi Pro League,Asia
Al Hazem,21964,al-hazem,ksa.1,Saudi Pro League,Asia
Al Hilal,929,al-hilal,ksa.1,Saudi Pro League,Asia
Al Ittihad,2276,al-ittihad,ksa.1,Saudi Pro League,Asia
Al Khaleej,21829,al-khaleej,ksa.1,Saudi Pro League,Asia
Al Nassr,817,al-nassr,ksa.1,Saudi Pro League,Asia
Al Okhdood,21966,al-okhdood,ksa.1,Saudi Pro League,Asia
Al Raed,21834,al-raed,ksa.1,Saudi Pro League,Asia
Al Riyadh,21965,al-riyadh,ksa.1,Saudi Pro League,Asia
Al Shabab,793,al-shabab,ksa.1,Saudi Pro League,Asia
Al Taawoun,18459,al-taawoun,ksa.1,Saudi Pro League,Asia
Al Tai,21831,al-tai,ksa.1,Saudi Pro League,Asia
Al Wehda,21835,al-wehda,ksa.1,Saudi Pro League,Asia
Damac,21828,damac,ksa.1,Saudi Pro League,Asia
América,227,america,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Atlas,216,atlas,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Atlético de San Luis,15720,atletico-de-san-luis,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Cruz Azul,218,cruz-azul,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
FC Juarez,17851,fc-juarez,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Guadalajara,219,guadalajara,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
León,228,leon,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Mazatlán FC,20702,mazatlan-fc,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Monterrey,220,monterrey,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Necaxa,229,necaxa,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Pachuca,234,pachuca,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Puebla,231,puebla,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Pumas UNAM,233,pumas-unam,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Querétaro,222,queretaro,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Santos,225,santos,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Tigres UANL,232,tigres-uanl,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Tijuana,10125,tijuana,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Toluca,223,toluca,mex.1,Mexican Liga BBVA MX,"USA, Mexico & CONCACAF"
Alebrijes de Oaxaca,17233,alebrijes-de-oaxaca,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Atlante,226,atlante,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Atlético Morelia,221,atletico-morelia,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
CA La Paz,21533,ca-la-paz,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Cancún FC,20724,cancun-fc,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Celaya,11667,celaya,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Cimarrones de Sonora,17853,cimarrones-de-sonora,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Correcaminos,8931,correcaminos,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Dorados de Sinaloa,3432,dorados-de-sinaloa,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Mineros de Zacatecas,17514,mineros-de-zacatecas,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Tapatío,20720,tapatio,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Tepatitlán FC,20721,tepatitlan-fc,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Tlaxcala FC,20722,tlaxcala-fc,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
U. de G.,10129,u-de-g,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Venados FC,10124,venados-fc,mex.2,Mexican Liga de Expansión MX,"USA, Mexico & CONCACAF"
Alebrijes de Oaxaca,17233,alebrijes-de-oaxaca,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
América,227,america,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Atlante,226,atlante,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Atlas,216,atlas,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Atlético Morelia,221,atletico-morelia,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Atlético Zacatepec,17513,atletico-zacatepec,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Atlético de San Luis,15720,atletico-de-san-luis,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Cafetaleros de Chiapas,11060,cafetaleros-de-chiapas,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Celaya,11667,celaya,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Cimarrones de Sonora,17853,cimarrones-de-sonora,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Correcaminos,8931,correcaminos,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Cruz Azul,218,cruz-azul,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Dorados de Sinaloa,3432,dorados-de-sinaloa,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
FC Juarez,17851,fc-juarez,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Guadalajara,219,guadalajara,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
León,228,leon,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Lobos BUAP,8814,lobos-buap,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Mineros de Zacatecas,17514,mineros-de-zacatecas,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Monterrey,220,monterrey,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Necaxa,229,necaxa,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Pachuca,234,pachuca,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Puebla,231,puebla,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Pumas UNAM,233,pumas-unam,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Querétaro,222,queretaro,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Santos,225,santos,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Tampico Madero,10131,tampico-madero,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Tijuana,10125,tijuana,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Toluca,223,toluca,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
U. de G.,10129,u-de-g,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
UAEM Potros,18286,uaem-potros,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Venados FC,10124,venados-fc,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Veracruz,2569,veracruz,mex.copa_mx,Mexican Copa MX,"USA, Mexico & CONCACAF"
Balzan FC,17859,balzan-fc,mlt.1,Maltese Premier League,Europe
Birkirkara,506,birkirkara,mlt.1,Maltese Premier League,Europe
Floriana FC,7857,floriana-fc,mlt.1,Maltese Premier League,Europe
Gudja United,20084,gudja-united,mlt.1,Maltese Premier League,Europe
Gzira United,12934,gzira-united,mlt.1,Maltese Premier League,Europe
Hamrun Spartans,7858,hamrun-spartans,mlt.1,Maltese Premier League,Europe
Hibernians,2499,hibernians,mlt.1,Maltese Premier League,Europe
Marsaxlokk FC,2948,marsaxlokk-fc,mlt.1,Maltese Premier League,Europe
Mosta FC,18355,mosta-fc,mlt.1,Maltese Premier League,Europe
Naxxar Lions,18811,naxxar-lions,mlt.1,Maltese Premier League,Europe
Santa Lucia,20004,santa-lucia,mlt.1,Maltese Premier League,Europe
Sirens FC,20083,sirens-fc,mlt.1,Maltese Premier League,Europe
Sliema Wanderers,543,sliema-wanderers,mlt.1,Maltese Premier League,Europe
Valletta,2698,valletta,mlt.1,Maltese Premier League,Europe
Johor Darul Ta'zim,17689,johor-darul-tazim,mys.1,Malaysian Super League,Asia
Kedah,8835,kedah,mys.1,Malaysian Super League,Asia
Kelantan United,21845,kelantan-united,mys.1,Malaysian Super League,Asia
Kuala Lumpur,18983,kuala-lumpur,mys.1,Malaysian Super League,Asia
Kuching,21844,kuching,mys.1,Malaysian Super League,Asia
Negeri Sembilan,18982,negeri-sembilan,mys.1,Malaysian Super League,Asia
PDRM,8834,pdrm,mys.1,Malaysian Super League,Asia
Pahang,17740,pahang,mys.1,Malaysian Super League,Asia
Penang,18162,penang,mys.1,Malaysian Super League,Asia
Perak,8831,perak,mys.1,Malaysian Super League,Asia
Sabah,20298,sabah,mys.1,Malaysian Super League,Asia
Selangor,17739,selangor,mys.1,Malaysian Super League,Asia
Terengganu,8830,terengganu,mys.1,Malaysian Super League,Asia
AZ Alkmaar,140,az-alkmaar,ned.1,Dutch Eredivisie,Europe
Ajax Amsterdam,139,ajax-amsterdam,ned.1,Dutch Eredivisie,Europe
Almere City,5291,almere-city,ned.1,Dutch Eredivisie,Europe
Excelsior,2566,excelsior,ned.1,Dutch Eredivisie,Europe
FC Twente,152,fc-twente,ned.1,Dutch Eredivisie,Europe
FC Utrecht,153,fc-utrecht,ned.1,Dutch Eredivisie,Europe
FC Volendam,2727,fc-volendam,ned.1,Dutch Eredivisie,Europe
Feyenoord Rotterdam,142,feyenoord-rotterdam,ned.1,Dutch Eredivisie,Europe
Fortuna Sittard,143,fortuna-sittard,ned.1,Dutch Eredivisie,Europe
Go Ahead Eagles,3706,go-ahead-eagles,ned.1,Dutch Eredivisie,Europe
Heerenveen,146,heerenveen,ned.1,Dutch Eredivisie,Europe
Heracles Almelo,3708,heracles-almelo,ned.1,Dutch Eredivisie,Europe
NEC Nijmegen,147,nec-nijmegen,ned.1,Dutch Eredivisie,Europe
PEC Zwolle,2565,pec-zwolle,ned.1,Dutch Eredivisie,Europe
PSV Eindhoven,148,psv-eindhoven,ned.1,Dutch Eredivisie,Europe
RKC Waalwijk,155,rkc-waalwijk,ned.1,Dutch Eredivisie,Europe
Sparta Rotterdam,151,sparta-rotterdam,ned.1,Dutch Eredivisie,Europe
Vitesse,154,vitesse,ned.1,Dutch Eredivisie,Europe
ADO Den Haag,2726,ado-den-haag,ned.2,Dutch Keuken Kampioen Divisie,Europe
De Graafschap,144,de-graafschap,ned.2,Dutch Keuken Kampioen Divisie,Europe
FC Den Bosch,271,fc-den-bosch,ned.2,Dutch Keuken Kampioen Divisie,Europe
FC Dordrecht,4426,fc-dordrecht,ned.2,Dutch Keuken Kampioen Divisie,Europe
FC Eindhoven,3732,fc-eindhoven,ned.2,Dutch Keuken Kampioen Divisie,Europe
FC Emmen,3707,fc-emmen,ned.2,Dutch Keuken Kampioen Divisie,Europe
FC Groningen,145,fc-groningen,ned.2,Dutch Keuken Kampioen Divisie,Europe
Helmond Sport,3775,helmond-sport,ned.2,Dutch Keuken Kampioen Divisie,Europe
Jong AZ,18748,jong-az,ned.2,Dutch Keuken Kampioen Divisie,Europe
Jong Ajax,10597,jong-ajax,ned.2,Dutch Keuken Kampioen Divisie,Europe
Jong FC Utrecht,18278,jong-fc-utrecht,ned.2,Dutch Keuken Kampioen Divisie,Europe
Jong PSV,9983,jong-psv,ned.2,Dutch Keuken Kampioen Divisie,Europe
MVV Maastricht,3730,mvv-maastricht,ned.2,Dutch Keuken Kampioen Divisie,Europe
NAC Breda,141,nac-breda,ned.2,Dutch Keuken Kampioen Divisie,Europe
Roda JC Kerkrade,149,roda-jc-kerkrade,ned.2,Dutch Keuken Kampioen Divisie,Europe
SC Cambuur,3736,sc-cambuur,ned.2,Dutch Keuken Kampioen Divisie,Europe
TOP Oss,3728,top-oss,ned.2,Dutch Keuken Kampioen Divisie,Europe
Telstar,3735,telstar,ned.2,Dutch Keuken Kampioen Divisie,Europe
VVV-Venlo,3731,vvv-venlo,ned.2,Dutch Keuken Kampioen Divisie,Europe
Willem II,156,willem-ii,ned.2,Dutch Keuken Kampioen Divisie,Europe
ADO Den Haag,2726,ado-den-haag,ned.cup,Dutch KNVB Beker,Europe
AFC,8491,afc,ned.cup,Dutch KNVB Beker,Europe
AZ Alkmaar,140,az-alkmaar,ned.cup,Dutch KNVB Beker,Europe
Ajax Amsterdam,139,ajax-amsterdam,ned.cup,Dutch KNVB Beker,Europe
Almere City,5291,almere-city,ned.cup,Dutch KNVB Beker,Europe
De Graafschap,144,de-graafschap,ned.cup,Dutch KNVB Beker,Europe
De Treffers,7057,de-treffers,ned.cup,Dutch KNVB Beker,Europe
Eemdijk,19318,eemdijk,ned.cup,Dutch KNVB Beker,Europe
Excelsior,2566,excelsior,ned.cup,Dutch KNVB Beker,Europe
Excelsior Maassluis,10618,excelsior-maassluis,ned.cup,Dutch KNVB Beker,Europe
FC Den Bosch,271,fc-den-bosch,ned.cup,Dutch KNVB Beker,Europe
FC Dordrecht,4426,fc-dordrecht,ned.cup,Dutch KNVB Beker,Europe
FC Eindhoven,3732,fc-eindhoven,ned.cup,Dutch KNVB Beker,Europe
FC Emmen,3707,fc-emmen,ned.cup,Dutch KNVB Beker,Europe
FC Groningen,145,fc-groningen,ned.cup,Dutch KNVB Beker,Europe
FC Twente,152,fc-twente,ned.cup,Dutch KNVB Beker,Europe
FC Utrecht,153,fc-utrecht,ned.cup,Dutch KNVB Beker,Europe
FC Volendam,2727,fc-volendam,ned.cup,Dutch KNVB Beker,Europe
Feyenoord Rotterdam,142,feyenoord-rotterdam,ned.cup,Dutch KNVB Beker,Europe
Fortuna Sittard,143,fortuna-sittard,ned.cup,Dutch KNVB Beker,Europe
GVVV Veenendaal,9987,gvvv-veenendaal,ned.cup,Dutch KNVB Beker,Europe
Go Ahead Eagles,3706,go-ahead-eagles,ned.cup,Dutch KNVB Beker,Europe
HHC Hardenberg,7051,hhc-hardenberg,ned.cup,Dutch KNVB Beker,Europe
Heerenveen,146,heerenveen,ned.cup,Dutch KNVB Beker,Europe
Helmond Sport,3775,helmond-sport,ned.cup,Dutch KNVB Beker,Europe
Heracles Almelo,3708,heracles-almelo,ned.cup,Dutch KNVB Beker,Europe
Hoogeveen,22038,hoogeveen,ned.cup,Dutch KNVB Beker,Europe
IJsselmeervogels,7044,ijsselmeervogels,ned.cup,Dutch KNVB Beker,Europe
Koninklijke HFC,17992,koninklijke-hfc,ned.cup,Dutch KNVB Beker,Europe
Lisse,8493,lisse,ned.cup,Dutch KNVB Beker,Europe
MVV Maastricht,3730,mvv-maastricht,ned.cup,Dutch KNVB Beker,Europe
NAC Breda,141,nac-breda,ned.cup,Dutch KNVB Beker,Europe
NEC Nijmegen,147,nec-nijmegen,ned.cup,Dutch KNVB Beker,Europe
Noordwijk,8503,noordwijk,ned.cup,Dutch KNVB Beker,Europe
OJC Rosmalen,15685,ojc-rosmalen,ned.cup,Dutch KNVB Beker,Europe
PEC Zwolle,2565,pec-zwolle,ned.cup,Dutch KNVB Beker,Europe
PSV Eindhoven,148,psv-eindhoven,ned.cup,Dutch KNVB Beker,Europe
Quick Boys,8497,quick-boys,ned.cup,Dutch KNVB Beker,Europe
RKAV Volendam,19321,rkav-volendam,ned.cup,Dutch KNVB Beker,Europe
RKC Waalwijk,155,rkc-waalwijk,ned.cup,Dutch KNVB Beker,Europe
RKSV Groene Ster,8511,rksv-groene-ster,ned.cup,Dutch KNVB Beker,Europe
