Team Name,Team ID,Team Name Link,League Code
Olimpija Ljubljana,500,olimpija-ljubljana,uefa.champions_qual
PSV Eindhoven,148,psv-eindhoven,uefa.champions_qual
Panathinaikos,443,panathinaikos,uefa.champions_qual
Partizani Tirana,2551,partizani-tirana,uefa.champions_qual
Racing Genk,938,racing-genk,uefa.champions_qual
Raków Czestochowa,21005,rakow-czestochowa,uefa.champions_qual
Rangers,257,rangers,uefa.champions_qual
SC Dnipro-1,21633,sc-dnipro-1,uefa.champions_qual
SK Sturm Graz,3746,sk-sturm-graz,uefa.champions_qual
Servette,20032,servette,uefa.champions_qual
Shamrock Rovers,2564,shamrock-rovers,uefa.champions_qual
Sheriff Tiraspol,614,sheriff-tiraspol,uefa.champions_qual
Slovan Bratislava,521,slovan-bratislava,uefa.champions_qual
Sparta Prague,433,sparta-prague,uefa.champions_qual
Struga,20999,struga,uefa.champions_qual
Swift Hesperange,21002,swift-hesperange,uefa.champions_qual
TSC Backa Topola,20713,tsc-backa-topola,uefa.champions_qual
The New Saints,576,the-new-saints,uefa.champions_qual
Tre Penne,8592,tre-penne,uefa.champions_qual
Valmiera,20719,valmiera,uefa.champions_qual
Young Boys,2722,young-boys,uefa.champions_qual
Zalgiris Vilnius,523,zalgiris-vilnius,uefa.champions_qual
Zrinjski Mostar,5239,zrinjski-mostar,uefa.champions_qual
AC Milan,103,ac-milan,uefa.europa
AEK Athens,887,aek-athens,uefa.europa
AS Roma,104,as-roma,uefa.europa
Ajax Amsterdam,139,ajax-amsterdam,uefa.europa
Aris Limassol,21530,aris-limassol,uefa.europa
Atalanta,105,atalanta,uefa.europa
BK Hacken,7834,bk-hacken,uefa.europa
Bayer Leverkusen,131,bayer-leverkusen,uefa.europa
Benfica,1929,benfica,uefa.europa
Braga,2994,braga,uefa.europa
Brighton & Hove Albion,331,brighton-hove-albion,uefa.europa
FK Qarabag,10414,fk-qarabag,uefa.europa
Feyenoord Rotterdam,142,feyenoord-rotterdam,uefa.europa
Galatasaray,432,galatasaray,uefa.europa
LASK Linz,4411,lask-linz,uefa.europa
Lens,175,lens,uefa.europa
Liverpool,364,liverpool,uefa.europa
Maccabi Haifa,611,maccabi-haifa,uefa.europa
Marseille,176,marseille,uefa.europa
Molde,2715,molde,uefa.europa
Olympiacos,435,olympiacos,uefa.europa
Panathinaikos,443,panathinaikos,uefa.europa
Raków Czestochowa,21005,rakow-czestochowa,uefa.europa
Rangers,257,rangers,uefa.europa
Real Betis,244,real-betis,uefa.europa
SC Freiburg,126,sc-freiburg,uefa.europa
SK Sturm Graz,3746,sk-sturm-graz,uefa.europa
Servette,20032,servette,uefa.europa
Shakhtar Donetsk,493,shakhtar-donetsk,uefa.europa
Sheriff Tiraspol,614,sheriff-tiraspol,uefa.europa
Slavia Prague,494,slavia-prague,uefa.europa
Sparta Prague,433,sparta-prague,uefa.europa
Sporting CP,2250,sporting-cp,uefa.europa
Stade Rennais,169,stade-rennais,uefa.europa
TSC Backa Topola,20713,tsc-backa-topola,uefa.europa
Toulouse,179,toulouse,uefa.europa
Union St.-Gilloise,5807,union-st-gilloise,uefa.europa
Villarreal,102,villarreal,uefa.europa
West Ham United,371,west-ham-united,uefa.europa
Young Boys,2722,young-boys,uefa.europa
AZ Alkmaar,140,az-alkmaar,uefa.europa.conf
Aberdeen,263,aberdeen,uefa.europa.conf
Ajax Amsterdam,139,ajax-amsterdam,uefa.europa.conf
Aston Villa,362,aston-villa,uefa.europa.conf
Ballkani,21526,ballkani,uefa.europa.conf
Besiktas,1895,besiktas,uefa.europa.conf
Bodo/Glimt,2980,bodoglimt,uefa.europa.conf
Breidablik,8250,breidablik,uefa.europa.conf
Club Brugge,570,club-brugge,uefa.europa.conf
Cukaricki Belgrade,8287,cukaricki-belgrade,uefa.europa.conf
Dinamo Zagreb,597,dinamo-zagreb,uefa.europa.conf
Eintracht Frankfurt,125,eintracht-frankfurt,uefa.europa.conf
FC Astana,12124,fc-astana,uefa.europa.conf
FC Lugano,7672,fc-lugano,uefa.europa.conf
FC Nordsjaelland,3101,fc-nordsjaelland,uefa.europa.conf
FC Spartak Trnava,3929,fc-spartak-trnava,uefa.europa.conf
FC Zorya Luhansk,17520,fc-zorya-luhansk,uefa.europa.conf
Fenerbahce,436,fenerbahce,uefa.europa.conf
Ferencvaros,622,ferencvaros,uefa.europa.conf
Fiorentina,109,fiorentina,uefa.europa.conf
HJK Helsinki,502,hjk-helsinki,uefa.europa.conf
KAA Gent,3611,kaa-gent,uefa.europa.conf
KI Klaksvik,2547,ki-klaksvik,uefa.europa.conf
Legia Warsaw,555,legia-warsaw,uefa.europa.conf
Lille,166,lille,uefa.europa.conf
Ludogorets Razgrad,13018,ludogorets-razgrad,uefa.europa.conf
Maccabi Haifa,611,maccabi-haifa,uefa.europa.conf
Maccabi Tel-Aviv,524,maccabi-tel-aviv,uefa.europa.conf
Molde,2715,molde,uefa.europa.conf
Olimpija Ljubljana,500,olimpija-ljubljana,uefa.europa.conf
Olympiacos,435,olympiacos,uefa.europa.conf
PAOK Salonika,605,paok-salonika,uefa.europa.conf
Racing Genk,938,racing-genk,uefa.europa.conf
Real Betis,244,real-betis,uefa.europa.conf
SK Sturm Graz,3746,sk-sturm-graz,uefa.europa.conf
Servette,20032,servette,uefa.europa.conf
Slovan Bratislava,521,slovan-bratislava,uefa.europa.conf
Union St.-Gilloise,5807,union-st-gilloise,uefa.europa.conf
Viktoria Plzen,11706,viktoria-plzen,uefa.europa.conf
Zrinjski Mostar,5239,zrinjski-mostar,uefa.europa.conf
AEK Larnaca,4039,aek-larnaca,uefa.europa.conf_qual
AGF Aarhus,7853,agf-aarhus,uefa.europa.conf_qual
AZ Alkmaar,140,az-alkmaar,uefa.europa.conf_qual
Adana Demirspor,20765,adana-demirspor,uefa.europa.conf_qual
Aktobe,6733,aktobe,uefa.europa.conf_qual
Alashkert FC,17858,alashkert-fc,uefa.europa.conf_qual
Apoel Nicosia,2497,apoel-nicosia,uefa.europa.conf_qual
Ararat-Armenia,20024,ararat-armenia,uefa.europa.conf_qual
Aris,11553,aris,uefa.europa.conf_qual
Arouca,15784,arouca,uefa.europa.conf_qual
Arsenal Tivat,21942,arsenal-tivat,uefa.europa.conf_qual
Aston Villa,362,aston-villa,uefa.europa.conf_qual
Austria Vienna,1382,austria-vienna,uefa.europa.conf_qual
B36 Torshavn,2510,b36-torshavn,uefa.europa.conf_qual
BATE Borisov,497,bate-borisov,uefa.europa.conf_qual
Ballkani,21526,ballkani,uefa.europa.conf_qual
Balzan FC,17859,balzan-fc,uefa.europa.conf_qual
Banants,2719,banants,uefa.europa.conf_qual
Beitar Jerusalem,5218,beitar-jerusalem,uefa.europa.conf_qual
Besiktas,1895,besiktas,uefa.europa.conf_qual
Birkirkara,506,birkirkara,uefa.europa.conf_qual
Bodo/Glimt,2980,bodoglimt,uefa.europa.conf_qual
Bohemians 1905,21631,bohemians-1905,uefa.europa.conf_qual
Borac Banja Luka,20710,borac-banja-luka,uefa.europa.conf_qual
Breidablik,8250,breidablik,uefa.europa.conf_qual
Buducnost Podgorica,7822,buducnost-podgorica,uefa.europa.conf_qual
CFR Cluj-Napoca,5260,cfr-cluj-napoca,uefa.europa.conf_qual
CSKA 1948 Sofia,21947,cska-1948-sofia,uefa.europa.conf_qual
CSKA Sofia,10834,cska-sofia,uefa.europa.conf_qual
Club Brugge,570,club-brugge,uefa.europa.conf_qual
Connah's Quay,7591,connahs-quay,uefa.europa.conf_qual
Cosmos,520,cosmos,uefa.europa.conf_qual
Crusaders,7599,crusaders,uefa.europa.conf_qual
Debrecen,532,debrecen,uefa.europa.conf_qual
Derry City,2712,derry-city,uefa.europa.conf_qual
Dila Gori,8284,dila-gori,uefa.europa.conf_qual
Dinamo Batumi,12344,dinamo-batumi,uefa.europa.conf_qual
Dinamo Minsk,2539,dinamo-minsk,uefa.europa.conf_qual
Dinamo Tbilisi,498,dinamo-tbilisi,uefa.europa.conf_qual
Djurgardens IF,2339,djurgardens-if,uefa.europa.conf_qual
Drita Gjilan,19243,drita-gjilan,uefa.europa.conf_qual
Dukagjini,21944,dukagjini,uefa.europa.conf_qual
Dunajska Streda,19247,dunajska-streda,uefa.europa.conf_qual
Dundalk,2559,dundalk,uefa.europa.conf_qual
Dynamo Kyiv,440,dynamo-kyiv,uefa.europa.conf_qual
Egnatia,21943,egnatia,uefa.europa.conf_qual
Eintracht Frankfurt,125,eintracht-frankfurt,uefa.europa.conf_qual
Escaldes,21528,escaldes,uefa.europa.conf_qual
Europa FC,17503,europa-fc,uefa.europa.conf_qual
F91 Dudelange,2512,f91-dudelange,uefa.europa.conf_qual
FC Astana,12124,fc-astana,uefa.europa.conf_qual
FC Basel,989,fc-basel,uefa.europa.conf_qual
FC Differdange 03,7759,fc-differdange-03,uefa.europa.conf_qual
FC Farul Constanta,6731,fc-farul-constanta,uefa.europa.conf_qual
FC Haka,487,fc-haka,uefa.europa.conf_qual
FC Honka,4495,fc-honka,uefa.europa.conf_qual
FC Levadia Tallinn,2540,fc-levadia-tallinn,uefa.europa.conf_qual
FC Luzern,7640,fc-luzern,uefa.europa.conf_qual
FC Midtjylland,572,fc-midtjylland,uefa.europa.conf_qual
FC Milsami,11440,fc-milsami,uefa.europa.conf_qual
FC Nordsjaelland,3101,fc-nordsjaelland,uefa.europa.conf_qual
FC Spartak Trnava,3929,fc-spartak-trnava,uefa.europa.conf_qual
FC Twente,152,fc-twente,uefa.europa.conf_qual
FC Vaduz,562,fc-vaduz,uefa.europa.conf_qual
FCSB,484,fcsb,uefa.europa.conf_qual
FK Auda,21948,fk-auda,uefa.europa.conf_qual
FK Makedonija,6747,fk-makedonija,uefa.europa.conf_qual
FK Qabala,17502,fk-qabala,uefa.europa.conf_qual
FK Sarajevo,551,fk-sarajevo,uefa.europa.conf_qual
FK Sutjeska,8281,fk-sutjeska,uefa.europa.conf_qual
Fenerbahce,436,fenerbahce,uefa.europa.conf_qual
Ferencvaros,622,ferencvaros,uefa.europa.conf_qual
Fiorentina,109,fiorentina,uefa.europa.conf_qual
Fiorita,8594,fiorita,uefa.europa.conf_qual
Flora,12146,flora,uefa.europa.conf_qual
Gjilani,20709,gjilani,uefa.europa.conf_qual
Glentoran,571,glentoran,uefa.europa.conf_qual
Guimaraes,5309,guimaraes,uefa.europa.conf_qual
Gzira United,12934,gzira-united,uefa.europa.conf_qual
HB Torshavn,566,hb-torshavn,uefa.europa.conf_qual
HJK Helsinki,502,hjk-helsinki,uefa.europa.conf_qual
Hajduk Split,489,hajduk-split,uefa.europa.conf_qual
Hammarby,2495,hammarby,uefa.europa.conf_qual
Hamrun Spartans,7858,hamrun-spartans,uefa.europa.conf_qual
Hapoel Be'er,13083,hapoel-beer,uefa.europa.conf_qual
Haverfordwest,2934,haverfordwest,uefa.europa.conf_qual
Heart of Midlothian,262,heart-of-midlothian,uefa.europa.conf_qual
Hegelmann,21945,hegelmann,uefa.europa.conf_qual
Hibernian,258,hibernian,uefa.europa.conf_qual
Inter D'Escaldes,20703,inter-descaldes,uefa.europa.conf_qual
JK Narva Trans,11547,jk-narva-trans,uefa.europa.conf_qual
KA Akureyri,21946,ka-akureyri,uefa.europa.conf_qual
KAA Gent,3611,kaa-gent,uefa.europa.conf_qual
KF Shkëndija,8151,kf-shkendija,uefa.europa.conf_qual
Kalmar FF,3052,kalmar-ff,uefa.europa.conf_qual
Kauno Zalgiris,20028,kauno-zalgiris,uefa.europa.conf_qual
Kecskemeti TE,11467,kecskemeti-te,uefa.europa.conf_qual
KuPS Kuopio,8169,kups-kuopio,uefa.europa.conf_qual
Larne,20039,larne,uefa.europa.conf_qual
Lech Poznan,2990,lech-poznan,uefa.europa.conf_qual
Legia Warsaw,555,legia-warsaw,uefa.europa.conf_qual
Levski Sofia,490,levski-sofia,uefa.europa.conf_qual
Lille,166,lille,uefa.europa.conf_qual
Lincoln Red Imps,17856,lincoln-red-imps,uefa.europa.conf_qual
Linfield,2555,linfield,uefa.europa.conf_qual
MSK Zilina,2491,msk-zilina,uefa.europa.conf_qual
Maccabi Tel-Aviv,524,maccabi-tel-aviv,uefa.europa.conf_qual
Magpies,21529,magpies,uefa.europa.conf_qual
NK Celje,3362,nk-celje,uefa.europa.conf_qual
NK Domzale,3360,nk-domzale,uefa.europa.conf_qual
NK Maribor,619,nk-maribor,uefa.europa.conf_qual
Neftchi,504,neftchi,uefa.europa.conf_qual
Neman Grodno,12305,neman-grodno,uefa.europa.conf_qual
Omonia Nicosia,617,omonia-nicosia,uefa.europa.conf_qual
Ordabasy Shymkent,7962,ordabasy-shymkent,uefa.europa.conf_qual
Osasuna,97,osasuna,uefa.europa.conf_qual
Osijek,567,osijek,uefa.europa.conf_qual
PAOK Salonika,605,paok-salonika,uefa.europa.conf_qual
Paide Linnameeskond,20718,paide-linnameeskond,uefa.europa.conf_qual
Panevezys,21004,panevezys,uefa.europa.conf_qual
Partizan Belgrade,541,partizan-belgrade,uefa.europa.conf_qual
Partizani Tirana,2551,partizani-tirana,uefa.europa.conf_qual
Penybont FC,20038,penybont-fc,uefa.europa.conf_qual
Petrocub-Hincesti,19250,petrocub-hincesti,uefa.europa.conf_qual
Pogon Szczecin,511,pogon-szczecin,uefa.europa.conf_qual
Progres Niederkorn,17861,progres-niederkorn,uefa.europa.conf_qual
Pyunik,2493,pyunik,uefa.europa.conf_qual
Racing Genk,938,racing-genk,uefa.europa.conf_qual
Rapid Vienna,519,rapid-vienna,uefa.europa.conf_qual
Riga FC,19246,riga-fc,uefa.europa.conf_qual
Rigas Futbola Skola,12030,rigas-futbola-skola,uefa.europa.conf_qual
Rijeka,2988,rijeka,uefa.europa.conf_qual
Rosenborg,438,rosenborg,uefa.europa.conf_qual
SC Dnipro-1,21633,sc-dnipro-1,uefa.europa.conf_qual
SK Brann,620,sk-brann,uefa.europa.conf_qual
SK Tirana,526,sk-tirana,uefa.europa.conf_qual
Sabah FK,21922,sabah-fk,uefa.europa.conf_qual
Santa Coloma,542,santa-coloma,uefa.europa.conf_qual
Sepsi Sfantu Gheorghe,18773,sepsi-sfantu-gheorghe,uefa.europa.conf_qual
Shamrock Rovers,2564,shamrock-rovers,uefa.europa.conf_qual
Shkupi,19252,shkupi,uefa.europa.conf_qual
St Patricks Athletic,7588,st-patricks-athletic,uefa.europa.conf_qual
Struga,20999,struga,uefa.europa.conf_qual
Swift Hesperange,21002,swift-hesperange,uefa.europa.conf_qual
The New Saints,576,the-new-saints,uefa.europa.conf_qual
Tobol Kostanay,6748,tobol-kostanay,uefa.europa.conf_qual
Torpedo Kutaisi,612,torpedo-kutaisi,uefa.europa.conf_qual
Torpedo Zhodino,8142,torpedo-zhodino,uefa.europa.conf_qual
Tre Penne,8592,tre-penne,uefa.europa.conf_qual
Valmiera,20719,valmiera,uefa.europa.conf_qual
Vikingur Reykjavik,8249,vikingur-reykjavik,uefa.europa.conf_qual
Viktoria Plzen,11706,viktoria-plzen,uefa.europa.conf_qual
Vllaznia Shkoder,2716,vllaznia-shkoder,uefa.europa.conf_qual
Vojvodina,7825,vojvodina,uefa.europa.conf_qual
Vorskla,8094,vorskla,uefa.europa.conf_qual
Víkingur Gøta,13238,vikingur-gøta,uefa.europa.conf_qual
Zalaegerszegi TE,2498,zalaegerszegi-te,uefa.europa.conf_qual
Zalgiris Vilnius,523,zalgiris-vilnius,uefa.europa.conf_qual
Zeljeznicar Sarajevo,2494,zeljeznicar-sarajevo,uefa.europa.conf_qual
Zimbru Chisinau,540,zimbru-chisinau,uefa.europa.conf_qual
Aberdeen,263,aberdeen,uefa.europa_qual
Ajax Amsterdam,139,ajax-amsterdam,uefa.europa_qual
Aris Limassol,21530,aris-limassol,uefa.europa_qual
BATE Borisov,497,bate-borisov,uefa.europa_qual
BK Hacken,7834,bk-hacken,uefa.europa_qual
Breidablik,8250,breidablik,uefa.europa_qual
Cukaricki Belgrade,8287,cukaricki-belgrade,uefa.europa_qual
Dinamo Zagreb,597,dinamo-zagreb,uefa.europa_qual
FC Astana,12124,fc-astana,uefa.europa_qual
FC Lugano,7672,fc-lugano,uefa.europa_qual
FC Zorya Luhansk,17520,fc-zorya-luhansk,uefa.europa_qual
FK Qarabag,10414,fk-qarabag,uefa.europa_qual
HJK Helsinki,502,hjk-helsinki,uefa.europa_qual
KI Klaksvik,2547,ki-klaksvik,uefa.europa_qual
LASK Linz,4411,lask-linz,uefa.europa_qual
Ludogorets Razgrad,13018,ludogorets-razgrad,uefa.europa_qual
Olimpija Ljubljana,500,olimpija-ljubljana,uefa.europa_qual
Olympiacos,435,olympiacos,uefa.europa_qual
Racing Genk,938,racing-genk,uefa.europa_qual
SC Dnipro-1,21633,sc-dnipro-1,uefa.europa_qual
Sheriff Tiraspol,614,sheriff-tiraspol,uefa.europa_qual
Slavia Prague,494,slavia-prague,uefa.europa_qual
Slovan Bratislava,521,slovan-bratislava,uefa.europa_qual
Sparta Prague,433,sparta-prague,uefa.europa_qual
Union St.-Gilloise,5807,union-st-gilloise,uefa.europa_qual
Zalgiris Vilnius,523,zalgiris-vilnius,uefa.europa_qual
Zrinjski Mostar,5239,zrinjski-mostar,uefa.europa_qual
Ajax Amsterdam,20796,ajax-amsterdam,uefa.wchampions
BK Häcken,21124,bk-hacken,uefa.wchampions
Barcelona,20091,barcelona,uefa.wchampions
Bayern Munich,20103,bayern-munich,uefa.wchampions
Benfica,20830,benfica,uefa.wchampions
Chelsea,19970,chelsea,uefa.wchampions
Eintracht Frankfurt,22092,eintracht-frankfurt,uefa.wchampions
Lyon,19256,lyon,uefa.wchampions
Paris FC,21640,paris-fc,uefa.wchampions
Paris Saint-Germain,19258,paris-saint-germain,uefa.wchampions
Real Madrid,21128,real-madrid,uefa.wchampions
Roma,21685,roma,uefa.wchampions
Rosengard,20833,rosengard,uefa.wchampions
SK Brann,22093,sk-brann,uefa.wchampions
Slavia Prague,20105,slavia-prague,uefa.wchampions
St. Pölten,20115,st-polten,uefa.wchampions
Arua Hill SC,21170,arua-hill-sc,uga.1
Bright Stars,18618,bright-stars,uga.1
Bul FC,18621,bul-fc,uga.1
Busoga United,18623,busoga-united,uga.1
Express,8715,express,uga.1
Gaddafi,21171,gaddafi,uga.1
KCCA,18625,kcca,uga.1
Kitara,20839,kitara,uga.1
Maroons FC,8717,maroons-fc,uga.1
Mbarara,18841,mbarara,uga.1
NEC FC,21988,nec-fc,uga.1
SC Villa,8714,sc-villa,uga.1
UPDF,18843,updf,uga.1
URA,18630,ura,uga.1
Vipers,18628,vipers,uga.1
Wakiso Giants,20118,wakiso-giants,uga.1
Boston River,9999,boston-river,uru.1
Cerro,5490,cerro,uru.1
Cerro Largo,9902,cerro-largo,uru.1
Danubio,4817,danubio,uru.1
Defensor Sporting,1007,defensor-sporting,uru.1
Deportivo Maldonado,10000,deportivo-maldonado,uru.1
Fénix,2689,fenix,uru.1
Liverpool,5492,liverpool,uru.1
Miramar,5493,miramar,uru.1
Nacional,2684,nacional,uru.1
Peñarol,2683,penarol,uru.1
Progreso,6866,progreso,uru.1
Racing,9903,racing,uru.1
Rampla Juniors,5496,rampla-juniors,uru.1
River Plate,5498,river-plate,uru.1
Wanderers,5501,wanderers,uru.1
Atlanta United FC,18418,atlanta-united-fc,usa.1
Austin FC,20906,austin-fc,usa.1
CF Montréal,9720,cf-montreal,usa.1
Charlotte FC,21300,charlotte-fc,usa.1
Chicago Fire FC,182,chicago-fire-fc,usa.1
Colorado Rapids,184,colorado-rapids,usa.1
Columbus Crew,183,columbus-crew,usa.1
D.C. United,193,dc-united,usa.1
FC Cincinnati,18267,fc-cincinnati,usa.1
FC Dallas,185,fc-dallas,usa.1
Houston Dynamo FC,6077,houston-dynamo-fc,usa.1
Inter Miami CF,20232,inter-miami-cf,usa.1
LA Galaxy,187,la-galaxy,usa.1
LAFC,18966,lafc,usa.1
Minnesota United FC,17362,minnesota-united-fc,usa.1
Nashville SC,18986,nashville-sc,usa.1
New England Revolution,189,new-england-revolution,usa.1
New York City FC,17606,new-york-city-fc,usa.1
New York Red Bulls,190,new-york-red-bulls,usa.1
Orlando City SC,12011,orlando-city-sc,usa.1
Philadelphia Union,10739,philadelphia-union,usa.1
Portland Timbers,9723,portland-timbers,usa.1
Real Salt Lake,4771,real-salt-lake,usa.1
San Jose Earthquakes,191,san-jose-earthquakes,usa.1
Seattle Sounders FC,9726,seattle-sounders-fc,usa.1
Sporting Kansas City,186,sporting-kansas-city,usa.1
St. Louis CITY SC,21812,st-louis-city-sc,usa.1
Toronto FC,7318,toronto-fc,usa.1
Vancouver Whitecaps,9727,vancouver-whitecaps,usa.1
Angel City FC,21422,angel-city-fc,usa.nwsl
Bay FC,22187,bay-fc,usa.nwsl
Chicago Red Stars,15360,chicago-red-stars,usa.nwsl
Houston Dash,17346,houston-dash,usa.nwsl
Kansas City Current,20907,kansas-city-current,usa.nwsl
NJ/NY Gotham FC,15364,njny-gotham-fc,usa.nwsl
North Carolina Courage,15366,north-carolina-courage,usa.nwsl
Orlando Pride,18206,orlando-pride,usa.nwsl
Portland Thorns FC,15362,portland-thorns-fc,usa.nwsl
Racing Louisville FC,20905,racing-louisville-fc,usa.nwsl
San Diego Wave FC,21423,san-diego-wave-fc,usa.nwsl
Seattle Reign FC,15363,seattle-reign-fc,usa.nwsl
Utah Royals FC,19141,utah-royals-fc,usa.nwsl
Washington Spirit,15365,washington-spirit,usa.nwsl
AS Frenzi,22216,as-frenzi,usa.open
Apotheos FC,22220,apotheos-fc,usa.open
Arizona Monsoon FC,22228,arizona-monsoon-fc,usa.open
Asheville City SC,22219,asheville-city-sc,usa.open
Austin FC II,22214,austin-fc-ii,usa.open
Azteca FC,18691,azteca-fc,usa.open
Ballard FC,22225,ballard-fc,usa.open
Brave SC,18271,brave-sc,usa.open
Brockton FC United,21418,brockton-fc-united,usa.open
Capo FC,21862,capo-fc,usa.open
Carolina Core FC,22226,carolina-core-fc,usa.open
Central Valley Fuego FC,21353,central-valley-fuego-fc,usa.open
Charlotte Independence,17826,charlotte-independence,usa.open
Chattanooga FC,18268,chattanooga-fc,usa.open
Chattanooga Red Wolves,20000,chattanooga-red-wolves,usa.open
Chicago City SC,22218,chicago-city-sc,usa.open
Chicago Fire FC II,22217,chicago-fire-fc-ii,usa.open
Chicago House AC,21858,chicago-house-ac,usa.open
Christos FC,18719,christos-fc,usa.open
Club de Lyon,21853,club-de-lyon,usa.open
Colorado Rapids 2,22229,colorado-rapids-2,usa.open
Crown Legacy FC,22234,crown-legacy-fc,usa.open
Des Moines Menace,18264,des-moines-menace,usa.open
Duluth FC,19172,duluth-fc,usa.open
El Farolito,18716,el-farolito,usa.open
FC America CFL Spurs,22213,fc-america-cfl-spurs,usa.open
FC Folsom,22224,fc-folsom,usa.open
FC Motown,18699,fc-motown,usa.open
Foro SC,22215,foro-sc,usa.open
Forward Madison FC,19995,forward-madison-fc,usa.open
Georgia Lions FC,22221,georgia-lions-fc,usa.open
Greenville Triumph,19964,greenville-triumph,usa.open
Hudson Valley Hammers,22222,hudson-valley-hammers,usa.open
Irvine Zeta FC,22230,irvine-zeta-fc,usa.open
Irvine Zeta FC 2,22236,irvine-zeta-fc-2,usa.open
LA Force,20689,la-force,usa.open
LA Galaxy II,18449,la-galaxy-ii,usa.open
Lexington,21822,lexington,usa.open
Lubbock Matadors,22227,lubbock-matadors,usa.open
Maryland Bobcats FC,21448,maryland-bobcats-fc,usa.open
MesoAmerica FC,22231,mesoamerica-fc,usa.open
Miami United FC,18704,miami-united-fc,usa.open
Michigan Stars,20688,michigan-stars,usa.open
Minnesota United FC 2,22223,minnesota-united-fc-2,usa.open
New York City FC II,22237,new-york-city-fc-ii,usa.open
New York Red Bulls II,18450,new-york-red-bulls-ii,usa.open
Northern Colorado Hailstorm FC,21354,northern-colorado-hailstorm-fc,usa.open
Northern Virginia FC,21416,northern-virginia-fc,usa.open
One Knoxville,21821,one-knoxville,usa.open
Portland Timbers 2,18451,portland-timbers-2,usa.open
Redlands FC,22232,redlands-fc,usa.open
Richmond Kickers,17545,richmond-kickers,usa.open
SC United Bantams,18720,sc-united-bantams,usa.open
Savannah Clovers,21869,savannah-clovers,usa.open
South Carolina United Heat,22235,south-carolina-united-heat,usa.open
South Georgia Tormenta FC,19181,south-georgia-tormenta-fc,usa.open
Spokane Velocity FC,22130,spokane-velocity-fc,usa.open
Steel City FC,22233,steel-city-fc,usa.open
Tulsa Athletic,18688,tulsa-athletic,usa.open
Union Omaha,20684,union-omaha,usa.open
Vereinigung Erzgebirge,20678,vereinigung-erzgebirge,usa.open
Vermont Green,22212,vermont-green,usa.open
West Chester,19999,west-chester,usa.open
Western Mass Pioneers,18706,western-mass-pioneers,usa.open
Birmingham Legion FC,19405,birmingham-legion-fc,usa.usl.1
Charleston Battery,9729,charleston-battery,usa.usl.1
Colorado Springs Switchbacks FC,17830,colorado-springs-switchbacks-fc,usa.usl.1
Detroit City FC,19179,detroit-city-fc,usa.usl.1
El Paso Locomotive FC,19407,el-paso-locomotive-fc,usa.usl.1
FC Tulsa,18446,fc-tulsa,usa.usl.1
Hartford Athletic,19411,hartford-athletic,usa.usl.1
Indy Eleven,17360,indy-eleven,usa.usl.1
Las Vegas Lights FC,18987,las-vegas-lights-fc,usa.usl.1
Loudoun United FC,19410,loudoun-united-fc,usa.usl.1
Louisville City FC,17832,louisville-city-fc,usa.usl.1
Memphis 901 FC,19409,memphis-901-fc,usa.usl.1
Miami FC,18159,miami-fc,usa.usl.1
Monterey Bay,21370,monterey-bay,usa.usl.1
New Mexico United,19408,new-mexico-united,usa.usl.1
North Carolina FC,9725,north-carolina-fc,usa.usl.1
Oakland Roots,20687,oakland-roots,usa.usl.1
Orange County SC,18455,orange-county-sc,usa.usl.1
Phoenix Rising FC,17850,phoenix-rising-fc,usa.usl.1
Pittsburgh Riverhounds,17827,pittsburgh-riverhounds,usa.usl.1
Rhode Island FC,22164,rhode-island-fc,usa.usl.1
Sacramento Republic FC,17828,sacramento-republic-fc,usa.usl.1
San Antonio FC,18265,san-antonio-fc,usa.usl.1
Tampa Bay Rowdies,17361,tampa-bay-rowdies,usa.usl.1
Central Valley Fuego FC,21353,central-valley-fuego-fc,usa.usl.l1
Charlotte Independence,17826,charlotte-independence,usa.usl.l1
Chattanooga Red Wolves,20000,chattanooga-red-wolves,usa.usl.l1
Forward Madison FC,19995,forward-madison-fc,usa.usl.l1
Greenville Triumph,19964,greenville-triumph,usa.usl.l1
Lexington,21822,lexington,usa.usl.l1
Northern Colorado Hailstorm FC,21354,northern-colorado-hailstorm-fc,usa.usl.l1
One Knoxville,21821,one-knoxville,usa.usl.l1
Richmond Kickers,17545,richmond-kickers,usa.usl.l1
South Georgia Tormenta FC,19181,south-georgia-tormenta-fc,usa.usl.l1
Spokane Velocity FC,22130,spokane-velocity-fc,usa.usl.l1
Union Omaha,20684,union-omaha,usa.usl.l1
Academia Puerto Cabello,18995,academia-puerto-cabello,ven.1
Angostura FC,21849,angostura-fc,ven.1
Carabobo,6037,carabobo,ven.1
Caracas FC,4811,caracas-fc,ven.1
Deportivo La Guaira,17090,deportivo-la-guaira,ven.1
Deportivo Rayo Zuliano,21850,deportivo-rayo-zuliano,ven.1
Deportivo Táchira,4818,deportivo-tachira,ven.1
Estudiantes de Mérida,6038,estudiantes-de-merida,ven.1
Inter de Barinas,20887,inter-de-barinas,ven.1
Metropolitanos FC,13481,metropolitanos-fc,ven.1
Monagas SC,6041,monagas-sc,ven.1
Portuguesa,6762,portuguesa,ven.1
Universidad Central,10094,universidad-central,ven.1
Zamora,6763,zamora,ven.1
Aberystwyth,7612,aberystwyth,wal.1
Bala Town,10496,bala-town,wal.1
Barry Town,621,barry-town,wal.1
Caernarfon,7590,caernarfon,wal.1
